product_name,image_name,score
Blu Tack 1pc,lijjat-udad-papad-1pc-1695021286,86
Britannia Bourbon Cream 97g,britannia-bourbon-cream-97g-1693301704,95
Britannia Double Choco Cake,britannia-double-choco-cake-250g-1700806690,90
Britannia Eggless Pound Fruit Cake 275 g,BRITANNIA_EGGLESS_FRUIT_CAKE_275G,90
Britannia Fruit Cake Gateau 250g,BRITANNIA_FRUIT_CAKE_250G,95
Britannia Milk Rusk 1.2kg,britannia-milk-rusk-112kg,96
Britannia Milk Rusk 540g,britannia-milk-rusk-560g,96
Chandrika Soap 125g,chandrika-125g,95
Daawat Classic(Chef Secret) Rice 5kg,amma-hand-pounded-parboiled-rice-mottai-karuppan-1kg-1703739547_thumb,86
Dairy Farmers Litewhite 2ltr,dairy-farmer-lite-white-1l,89
Britannia Good Day Butter 75g,BRITANNIA_GOODDAY_BUTTER_720G,93
GRB Brown Ghee Pet Jar 830ML,premium-soan-papdi-desi-ghee-250-gm-1659075028,86
Grewal Chaki Atta 10 kg,grewal-chakki-atta-10-kg,98
Indya Alum Slab 100 G,indya-bajri-flour-908gm-1660298175,86
Indya Butter (Whipped Butter) 600g,parle-rusk-600g,86
Mdh Kasuri Methi Leaves 100g,mdh-kasuri-methi-leaves-100gm-1659329600_thumb,90
Sakthi Chicken Masala 200g,chicken-masala-200-gm-sakthi,91
Hawkins Futura Deep Fry Pan Hard Anodised,deep-hot-lime-pickle,86
Rajnigandha pouch Small,cycle-3-in-one-small-agarbati-1666538414_thumb,86
Rajni Big Pouch,brass-jyot-ld-big-1659176762,86
Sharmas Kitchen Khoya Gms,latas-kitchen-aam-papad-green-150g-1695277785,86
Babablack Big,brass-jyot-ld-big-1659176762,86
Babablack Small,cycle-3-in-one-small-agarbati-1666538414_thumb,86
Cool Mint,maxibon-mint-1687418725,86
Mira Yellow,gg-yellow-banana-wafer-1666334802,86
RM Will,RM_NO_ONION_NO_GARLIC_MUTTER_PANEER_50G,86
Fresh Lemon Per KG,fresh-fiji-wild-chilli-1694238703,86
Dabur Sat Isabgol 90gm,dabur-chyawanprakash-sugarfree-500gm-1660305887_thumb,86
Thums up 2ltr,close-up-red-toothpaste,86
Deep Homestyle Paratha 1.3kg,lemon-1_thumb,86
Jiwan Malai Paneer,MOTHERS_PANEER_TIKKA_MASALA_60G,86
5 Star 21g,star-kara-sev-250g-1706864619,86
Grandmas Idiyappam Podi 1 kg,lemon-1_thumb,86
Mangal Chat Masala,mangal-chaat-masala,97
Kebabchi Chicken Tikka Mint n Chilli,maxibon-mint-1687418725,86
Kebabchi Chicken Tikka Saffron,ready-to-eat-chicken-curry-mix-80gm-1659352263_thumb,86
Kebabchi Chicken Seekh Kebab,sabrini-veg-shammi-kebab-360g-1695005415_thumb,86
Kebabchi Matar Paneer 350g,matar-paneer,90
RK Matri,d2-mini-10143-rk-px30-2gb-8gb-wifi-nfc-58mm-1693983361,86
Britannia Milk Bikis 100g,MILK_BIKIS_100GM_BRITANNIA,93
Oreo Double stuff Cream Biscuits 131gm,oreo-1655448672,86
Aawin Idli & Dosa Batter1950g,mayil-dosa-podi-1kg,86
Aawin Ragi Idli & Dosa Batter 950gm,mayil-dosa-podi-1kg,86
Eclipse mints,eclipse-mints-40gm-sugarfree-1685352916_thumb,90
777 Pooja Deepam Oil 500ml,cc-coconut-lyche-500ml-1666631324_thumb,86
Haldirams Double Mazza 1.35kg ,lemon-1_thumb,86
Haldirams Manpasand Delight 1.35kg,haldiram-manpasand-delight-14kg,92
Haldirams Mazedar kissey 1.13kg,haldiram-mazedar-kissey-13kg,95
Haldirams Bulk Aloo Pyaaz prantha 1.6kg,haldiram-bulk-aloo-parantha-12kg,87
Surf 1Kg Front and Top Loader Laundry powder 5 Herbal Extracts,tata-tea-premium-1kg-1704842274_thumb,86
Twine Jute Roll 1Pk 60Mx1.5mm,cream-cheese-and-spnach-savoury-roll-1687156245,86
SATIN RIBBON SET2,breeze-ribbon-pakoda-mild-300gm-1704420038_thumb,86
HEAT BEADS,heat-beads-original-bbq-briquettes4kg,90
FIRE LIGHTERS WHITE HEAT 36PK,magsafe-case-for-iphone-15-pro-max-white-colour,86
Chalk White 12pk in Col Box,cycle-3-in-one-small-agarbati-1666538414_thumb,86
Chalk Coloured 12pk in Col Box,cycle-3-in-one-small-agarbati-1666538414_thumb,86
Rangoli - Decorative Sandy Stones -6 Assorted Colours 500g,hem-mogra-6-pack-1697865249_thumb,86
REMOVABLE HOOKS RECTANGULAR PLASTIC 50MM X 30MM 3PK,ruler-plastic-30-cm-1685181048,86
LED Light 8F Timer 600Pc Mul,saurbhi-red-kidney-beans-light-1kg-1666246122,86
LED LIGHT 8 FUNC 360PC MULTI,ajax-spraywipe-lemon-multi-purpose-antibacterial-500ml,86
LED LIGHT 8 FUNC 120PC MULTI,ajax-spraywipe-lemon-multi-purpose-antibacterial-500ml,86
Mother Recipe Kasuri Methi 25g,mother-sweet-lime-pickle-575-gm-1687403758_thumb,86
Mithai Master Bhujia Badana 250g,badana,90
Mithai Master Gujia 200g,mithai-master-gujia-200gm-1660372253_thumb,90
Mithai Master Gulab Jamun 1kg,mithai-master-gulab-jamun-1666334841_thumb,88
Mithai Master Kaju Katli,home-master-sandwhich-bags-60bags-1693372760,86
Mithai Master Milk Cake 200g,home-master-sandwhich-bags-60bags-1693372760,86
Modern Kitchens Banana Chips Pepper 200g,modern-kitchens-banana-chips-pepper-200g-1700643032,95
Modern Kitchens Masala Boondi 1kg,masala-gur-jar_thumb,86
Modern Kitchens Raitha Boondi 1kg,raitha-boondi,90
Modern Kitchens Rice Roti 500g,MODERN_RICE_ROTI_500G,95
Monika Mild Curry Paste 570 g,bolsts-mild-curry-powder-500g-1697441407_thumb,86
Moov Cream 15g,cherish-vanilla-cream-wafer-85g-1687422987,86
Moov Spray 80g,MOOV_SPRAY_50GM,90
Morning Fresh Dishwashing Liquid 1.25L,morning-fresh-dishwashing-liquid-lime-400ml-1693374338,87
Morning Fresh Dishwashing Liquid 900ml,morning-fresh-dishwashing-liquid-lime-400ml-1693374338,87
Mother Energy Drink Razzle Berry 500ml,mother-energy-drink-razzle-berry-500ml-1694666452,95
Mother Frosty Berry 500ml,mother-frosty-berry-500ml-1694666416,95
Mother Original Energy Drink Red 500ml,mother-original-drink-500ml,95
Mother Passion Energy Drink 500ml,mother-passion-energy-drink-500ml-1694666386,95
Mother Recipe Ginger and Garlic Paste 1.1 Kg,garlic,90
Mother Recipe Mixed Pickle 500g,MOTHER_MIXED_PICKLE_500G,95
Mother Recipe Palak Paneer 440g,haldirams-nagpur-mk-dal-palak-300g-1710889135_thumb,86
Mother Recipe Punjabi Chat Chhole 450g,MEHAR_NAN_KHATAI_450G,86
Mother Recipe Punjabi Masala Papad 200g,MOTHER_PUNJABI_MASALA_PAPAD_200G,95
Mother Recipe Punjabi Mixed Pickle 500g,deep-hot-lime-pickle,86
Mother Recipe Rice Papad Ajwain xg,RICE_PAPAD_AJWAIN_75GM_MOTHER,86
Mother Recipe Samosa Chutney 370g,mother-recipe-samosa-chutney-370g-1708565392,95
Mother Recipe Tikka Paste 300g,ashoka-mild-curry-paste-300gx12-1693304343_thumb,86
Mothers Mango Pickle 400 g,MOTHERS_MANGO_PICKLE_HOT_500G,87
Mothers Matta Rice 5 kg,mothers-matta-rice-10kg,91
Mothers  Crushed Mixed Pickle 500 g,deep-hot-lime-pickle,86
Mothers Punjabi Mango Pickle 400 g,MOTHERS_PUNJABI_MANGO_PICKLE_500G,96
Mothers Recipe Udad Papad 200 g,mothers-green-chilli-pickle-500gm-1659333876_thumb,86
Mountain Dew 375ml,mountain-dew-375ml-1655448116_thumb,90
Mouth Freshner,m-m,86
Move Spray 80g,ahmed-banana-jelly-80g-70g-1641188705,86
Moways Fruit Jelly Cups 1pk,jelly,90
Mr Mukhwas Banarsi Paan,jaypuri-mix-mukhwas-200gm-1660197771,86
Mr Mukhwas Bhangra Mix,saurbhi-handva-mix-flour-1lbs-1694766257_thumb,86
Mr Mukhwas Gulkand Paan,jaypuri-mix-mukhwas-200gm-1660197771,86
Mr Mukhwas Hing Amla,patanjali-amla-juice-1000ml-1659008863_thumb,86
Mr Mukhwas Imli Laddu,jaypuri-mix-mukhwas-200gm-1660197771,86
Mr Mukhwas Royal Khus,royal-gold-milk-rusk-600gm-1666346360,86
Mr Mukhwas Thanda Meetha Gulkand Paan 15,magsafe-case-for-iphone-15-pro-max-far-navy-blue-colour_thumb,86
MT Roasted Rava 1 kg,DH_ROASTED_RAVA_1KG,87
MT Royal Plum Cake 800g,britannia-gobbles-fruit-cake-250g-1703582720,86
MT Soya Chunks 454g,mt-soya-chunks-454g-1697439050,90
MT Tapioca Chips Masala 150g,MT_TAPIOCA_MASALA_CHIPS_150G,95
MTR Bisibele Bhath Masal 100 gm,poppin-popcorn-tripple-butter-flavor-100-gm-1687227809_thumb,86
MTR Dosa 1 kg,MTR_CHANA_MASALA_300GMS,86
MTR Instant Badam Mix 500g,saurbhi-handva-mix-flour-1lbs-1694766257_thumb,86
MTR Kandi Podi 100 gm,mtr-mutter-paneer-300gm-1666177850,86
Mtr Paneer Butter Masala 300g,MTR_PANEER_BUTTER_MASALA_300GM,98
Mtr Pav Bhaji 300g,MTR_PAV_BHAJI_300G,100
MTR Plain Upma Mix 200g,mtr-upma-mix-200g,95
Mtr Puliogare Powder 200g,MTR_PULIOGARE_POWDER_200G,100
Mtr Rasam Powder 200 G,mtr-rasam-powder-200gm-1666178126,88
MTR Rava Idli Mix 500 g,MTR_RAVA_IDLI_MIX_500G1,96
MTR Rice Idli 1 kg,idli-rice-5-kg,88
Mtr Rice Idli Mix 500 G,MTR_RICE_IDLI_500G,88
MTR Spicy Sambhar Powder 100 gm,spicy-vibes-black-eye-beans-5kg-1660297868_thumb,86
MTR Upma 200 gm,MTR_CHANA_MASALA_300GMS,86
MTR Vermicelli 950 gm,mtr-mutter-paneer-300gm-1666177850,86
Mukesh Lavender Agarbathi 100g,santoor-soap-100g,86
Multi Colour Rubber Band 12pc,magsafe-case-for-iphone-15-pro-max-black-colour,86
Mysore Sandal Jasmine Soap 150gm,santoor-soap-100g,86
Mysore Sandal Soap 150g,MYSORE_SANDAL_SOAP_150GMS,96
Mysore Sandal Talc Powder 300g,bolsts-mild-curry-powder-500g-1697441407_thumb,86
Nanak Fried Paneer Cubes 400g,nanak-paneer-cubes-fried-1kg-1666411122,86
Nanak Jalepeno Peppers 454 G,mt-masala-murukku-454-gms-1697439014_thumb,86
Nanak Kaju Roll 312g,kaju-mix-gift-pack-400gm_thumb,86
Nanak Khoa 341g,nanak-khoa-341g-1697034868,90
Nanak Mawa (Khao) Burfi 400 g,haldiram-mixed-veg-prantha-400-gm-1661166365,86
Nanak Paneer (Cubes) 400g,kozhi-kodens-andhra-mixture-400g-1704343143_thumb,86
Narasu Pure Instant 200g,KARACHI_OATS_amp_RAISINS_COOKIES_200G,86
Narasus Pure Instant 100g,red-ruby-onion-vadam-100g-1703651825_thumb,86
Natraj Pen 20 pcs,party-ji-round-20-containers-with-lids-250ml_thumb,86
Neem Toothpaste 200g,KARACHI_OATS_amp_RAISINS_COOKIES_200G,86
Neha Herbal Mehandi Powder 500g,ms-anarsa-pith-500g,86
Nescafe Blend 50 gm,pattu-cloves-whole-50-g-1686029858_thumb,86
Nescafe Gold 100 gm,haldiram-murruku-200-gm-1661145816,86
Nescafe Sunrise Instant 200g,deewal-multanni-mitti-200g-1693379920_thumb,86
Nestle Munch 25g,nestle-coffee-amp-milk-385g-1674795334,86
Nestle Smarties 50g,miracle-m-manchurian-chings-50g-1629402021,86
Nice Cool a Nice Cool Alum,cool-young-coconut-juice-with-pulp-500ml,86
Noodle Puff,noodle-puff-1666412775_thumb,90
Normal Bindi 1Set,veet-cream-normal-50-gms-1666087839,86
Northbrook Natural Spring Water 600 ml,kirkland-water-600ml,86
Northbrook Spring Water 350ml,dabur-gulabari-rose-water-250ml-1666189992_thumb,86
Nupur Heena 120g,oreo-original-120g_thumb,86
Nycil Cool Herbal Powder 150gm,bolsts-mild-curry-powder-500g-1697441407_thumb,86
Office Central Stationary Tape 3pk,party-central-25-pack-assorted-coloured-baloons_thumb,86
Ogarala Wooden Handle 1pc,wooden-spoons-100-pcs-1685168716_thumb,86
Oral B Kids Brush,oral-b-kids-brush-1693373416,90
P.S Mango Sticks,alphonso-mango-200gm-1659336443,86
Pace Farm Cage Eggs 800g,farm-fresh-free-range-eggs-700gm-12s1_thumb,86
Pacefarm Eggs 600g ,bikano-suji-rusk-600g_thumb,86
Padmini Dhoop Sticks 10,thurga-sri-saibaba-incense-sticks-120s_thumb,86
Padmini Dhoop Sticks Big 1pk,thurga-sri-saibaba-incense-sticks-120s_thumb,86
pagoda peanut Oil 500 ml,PAGODA_PEANUT_OIL_500ML,98
Pancha Deepam Oil 500ml,patanjali-honey-500ml-1704965509_thumb,86
Pani Puri Packet (50 Nos),pani-puri-packet,90
Paper Cup 25pk 200ml,DABUR_VATIKA_ALMOND_HAIR_OIL_200ML,86
Paper Cups 50 pcs,pattu-cloves-whole-50-g-1686029858_thumb,86
Parachute Coconut air Oil 150ml,PARACHUTE_COCOUNUT_OIL_175ML_,88
Parachute Coconut Oil long 200ml,PARACHUTE_COCONUT_OIL_200ML,95
Parachute Coconut Oil round 200ml,PARACHUTE_COCONUT_OIL_200ML,95
PARASADS CORN FLAKES 300G,cherabs-coconut-cookies-300g-1693301159,86
Parle G 800gm,PARLE_G_800G,96
Parle Rusk 546 g,bikano-suji-rusk-600g_thumb,86
Parsram Kasuri Methi 100g,red-ruby-onion-vadam-100g-1703651825_thumb,86
Patanjali Aast Agarbati Raat ki Rani 1pk,patanjali-cow-ghee-1ltr,86
Patanjali Aastha Agarbati Patchuoli,patanjali-cow-ghee-1ltr,86
Patanjali Aastha Agarbatti Bhakti,patanjali-herbal-mehandi-dark-brown-20g-1694164584_thumb,86
Patanjali Aastha Agarbatti Kastoori 75g,patanjali-cow-ghee-1ltr,86
Patanjali Aastha Agarbatti Mogra 75g,patanjali-cow-ghee-1ltr,86
Patanjali Aastha Agarbatti Rajnigandha,patanjali-cow-ghee-1ltr,86
Patanjali Aastha Agarbatti Rose,patanjali-aloe-vera-gel-150-ml-1687408232_thumb,86
Patanjali Aastha Agarbatti Sandal,hari-darshan-sandal-agarbati-20gm-1660384367_thumb,86
Patanjali Aloevera Juice Fiber 1 L,lemon-1_thumb,86
Patanjali Amla Juice 1 L,AMLA_JUICE_1000ML_PATANJALI,86
Patanjali Amla Murraba 500g,patanjali-ashvagandha-capsules-1666076333,86
Patanjali Arjun Amla Juice 500ml,ARJUN_AMLA_JUICE_500ML_PATANJALI,95
Patanjali Ashvagandha Capsules 100g,patanjali-ashvagandha-capsules-1666076333,88
Patanjali Cotton Wick Haldi 25g,patanjali-aloe-vera-gel-150-ml-1687408232_thumb,86
Patanjali Cows Ghee 905g,patanjali-cow-ghee-905gm-1666076467_thumb,88
Patanjali Dant Kanti 150 g,PATANJLI_DANT_KANTI_100G,92
Patanjali Dant Kanti Toothpaste 600g,close-up-red-toothpaste,86
Patanjali Gel Alovera 150ml,PATANJALI_ALOEVERA_GEL_150G,88
Patanjali Giloy Juice 500ml,patanjali-giloy-juice-500ml-1694662550,95
Patanjali Gopi Chandan 25g,patanjali-ashvagandha-capsules-1666076333,86
Patanjali Groundnut Oil 5lt,patanjali-groundnut-oil-5lt-1695281387,95
Patanjali Gulab Sharbat 750ml,patanjali-gulab-sharbat-750ml-1666266244,95
Patanjali Havan Samgri 500g,patanjali-ashvagandha-capsules-1666076333,86
Patanjali Neem Tulsi Facewash 100g,PATANJALI_NEEM_amp_TULSI_FACE_WASH1,87
Patanjali Reetha Hair Cleanser 200ml,patanjali-cow-ghee-1ltr,86
Patanjali Shilajit Capcules 20 caps,patanjali-cow-ghee-1ltr,86
PATANJALI SUNFLOWER OIL 1LT,patanjali-ashvagandha-capsules-1666076333,86
Patanjali Vermicelli Roasted 400g,patanjali-vermicelli-roasted-900gm-1666432338_thumb,87
Pattu Almonds Raw 250 g,pattu-almonds-raw-250-g-1687409483,95
Pattu Amchur Powder 100g,pattu-toor-dhall-oilly-1kg-1666095437_thumb,86
Pattu Amritsari Shakhar 1 kg,pattu-toor-dhall-oilly-1kg-1666095437_thumb,86
Pattu Aniseed Star Whole 50g,pattu-toor-dhall-oilly-1kg-1666095437_thumb,86
Pattu Baking Powder 150g,latas-kitchen-aam-papad-green-150g-1695277785,86
Pattu Black Eye Beans 1kg,pattu-black-eye-beans-1kg-1703577025,95
Pattu Bombay Bhel Puri Chutney 340 gm,PATTU_BOMBAY_BHELPURI_CHUTNEY_340g,96
Pattu Cardamom Green 50g,PATTU_CARDAMOM_GREEN_100G,94
Pattu Cashew Raw 500 g,pattu-cashew-raw-500g-1686996744_thumb,88
Pattu Cassia Stick AA4 100 g,selco-cinemon-stick-100gm-1660393252_thumb,86
Pattu Chickpeas Ord River 1kg,udaya-kus-c-seeraga-samba-rice-1kg-1674832490,86
Pattu Chilli Crush 100g,PATTU_CHILLI_CRUSH_100G,100
Pattu Chilli Powder Birds Eye 200g,PATTU_BIRDS_EYE_CHILLI_POWDER_200G,95
PATTU CHILLI WHOLE ROUND 200G,party-ji-round-20-containers-with-lids-250ml_thumb,86
Pattu Chilli Whole Stemless 100g,PATTU_CHILLI_WHOLE_STEMLESS_100G,100
Pattu Cinnamom Quils (Srilanka)100g,MS_SAMBAR_MASALA_100G,86
Pattu Cumin Seeds 100g,PATTU_CUMIN_SEEDS_200G_,95
PATTU CUMIN SEEDS 200G,PATTU_CUMIN_SEEDS_200G_,100
Pattu Cumin Seeds 400 g,PATTU_CUMIN_SEEDS_200G_,93
Pattu Curry Powder Mild 200 g,bolsts-mild-curry-powder-500g-1697441407_thumb,86
Pattu Date and Tamarind Chutney 330g,pattu-date-tamarind-chutney-330g-1693302873_thumb,89
Pattu Delhi Ki Chat 340g,PATTU_DELHI_KI_CHAT_CHUTNEY_340G,95
Pattu Fenugreek Seeds 200g,pattu-fenugreek-seeds-200-g-1684915366_thumb,88
Pattu Fenugreek Seeds 400g,pattu-fenugreek-seeds-100g-1717836558_thumb,87
Pattu Fried Onion 1kg,tata-tea-premium-1kg-1704842274_thumb,86
Pattu Garlic Crushed 1kg,pattu-garlic-crushed-1kg-1666002026,95
Pattu Ginger Crushed 1kg,tata-tea-premium-1kg-1704842274_thumb,86
Pattu Ginger Crushed 350g,pattu-toor-dhall-oilly-1kg-1666095437_thumb,86
Pattu Ginger Garlic Crushed 350g,garlic,90
Pattu Kadalai Split Gram 1kg,udaya-kus-c-seeraga-samba-rice-1kg-1674832490,86
Pattu Lapsi Fada Coarse 1kg,udaya-kus-c-seeraga-samba-rice-1kg-1674832490,86
Pattu Lapsi Fada Fine 1kg,udaya-kus-c-seeraga-samba-rice-1kg-1674832490,86
PATTU MADRAS PAPADUMS 200G,pattu-toor-dhall-oilly-1kg-1666095437_thumb,86
Pattu Mamra Puffed Rice 1 kg,udaya-kus-c-seeraga-samba-rice-1kg-1674832490,86
Pattu Masoor Gota 1kg,pattu-masoor-gota-1kg-1666262946,90
Pattu Mixed Dhall 1Kg,pattu-mixed-dhall-1kg-1687400438,90
Pattu Mung Dhall (Aust) 1kg,mung-dhall-ind-pattu-1kg,86
Pattu Mustard Seed Brown 200g,PATTU_MUSTARD_SEEDS_200G,87
Pattu Mustard Seeds Brown 400g,kozhi-kodens-andhra-mixture-400g-1704343143_thumb,86
Pattu Mustard Seeds Yellow 100g,pattu-mustard-seed-yellow-100gm-1666448982_thumb,89
Pattu Mustard Seeds Yellow 200g,PATTU_MUSTARD_SEEDS_200G,95
Pattu Paprika Sweet 400g,kozhi-kodens-andhra-mixture-400g-1704343143_thumb,86
PATTU PEANUT RED 1KG,tata-tea-premium-1kg-1704842274_thumb,86
PATTU PEANUTS LARGE 500G,PATTU_PEANUTS_RAW_LARGE_500G,95
Pattu Peanuts Raw Large 1kg,pattu-peanuts-raw-large-1kg-1703644786,95
Pattu Peanuts Raw Large 250g,PATTU_PEANUTS_RAW_LARGE_500G,96
Pattu Peanuts Raw Small 250g,pattu-peanuts-raw-small-250g-1694764939,95
Pattu Peanuts Raw Small 500g,pattu-peanuts-raw-small-250g-1694764939_thumb,87
Pattu Peanuts Roasted amp Salted 400g,MT_MALABAR_MIXTURE_400G,86
Pattu Phool Makhana 200g,pattu-toor-dhall-oilly-1kg-1666095437_thumb,86
Pattu Phool Makhana 400g,kozhi-kodens-andhra-mixture-400g-1704343143_thumb,86
Pattu Pistachio Kernals 100g,pattu-toor-dhall-oilly-1kg-1666095437_thumb,86
Pattu Ponni Boiled Rice 5kg,udaya-kus-c-seeraga-samba-rice-1kg-1674832490,86
Pattu Puffed Rice 200g,pattu-puffed-rice-200gm-1666238665_thumb,90
Pattu Puffed Rice Kolhapuri 1kg,PATTU_KOLHAPURI_GUR_1KG,86
Pattu Puffed Rice Kolhapuri 400g,kozhi-kodens-andhra-mixture-400g-1704343143_thumb,86
Pattu Rice Flour Fine 1kg,pattu-rice-flour-fine-1kg,100
Pattu Rose Water 180ml,PATTU_ROSE_WATER_180ML,100
Pattu Roti Prantha 30pcs,roti-paratha-30pc-pattu,89
Pattu Sabudana 1kg,tata-tea-premium-1kg-1704842274_thumb,86
Pattu Sabudana 500g,pattu-toor-dhall-oilly-1kg-1666095437_thumb,86
Pattu Semolina Coarse 1kg,PATTU_SEMOLINA_COARSE_1KG1,98
Pattu Semolina Fine 1kg,PATTU_SEMOLINA_FINE_1KG,100
Pattu Sesame Seeds Black 250g,pattu-sesame-seeds-black-250-g-1684915429_thumb,88
PATTU SHREDDED COCONUT 500G,PATTU_COCONUT_SHREDDED_250G,91
Pattu Sona Masoori Rice 10kg,aithra-sona-masoori-rice-10-kg,86
Pattu Sona Masoori Rice 20kg,pattu-sona-masoori-rice-5kg-1660288870,86
Pattu Sona Masoori Rice 5kg,pattu-sona-masoori-rice-5kg-1660288870,95
Pattu Tamarind 500g,PATTU_TAMARIND_500g,100
Pattu Tamarind Seedless 1kg,pattu-tamarind-seedless-500-g-1687409615,87
Pattu Toor Dhall 1kg,pattu-toor-dhall-1kg-1659157728,90
Pattu Toor Dhall 5kg,pattu-toor-dhall-5kg-1666170082_thumb,90
Pattu Turmeric Finger 100g,pattu-turmeric-finger-100-g,98
Pattu Turmeric Powder 100g,PATTU_TURMERIC_POWDER_200G,96
Pattu Urid Whole White 5kg,pattu-urid-whole-white-1-kg-1687401784,87
Pattu Vatana White Peas Whole 1kg,pattu-vatana-white-peas-whole-1kg-1687401309,95
Pears Naturale Aloe Vera Soap,patanjali-aloe-vera-gel-150-ml-1687408232_thumb,86
Pears Soft amp Fresh 75g,fresh-fiji-wild-chilli-1694238703_thumb,86
Pecans 400g,kozhi-kodens-andhra-mixture-400g-1704343143_thumb,86
Pepsodent Toothpaste 200g,pepsodent-toothpaste-200g-1693377510,95
Pest Control Mosquito Repellent Coil 10p,pest-control-mosquito-repellent-coil-10p-1693373353,95
PICNIC 45G,kitkat-milky-bar-45g-1689827503_thumb,86
Pillsbury Ragi Flour 908g,pillsbury-ragi-flour-907g-1687340372_thumb,86
Plastic Assorted Bandages 50pcs,powerade-assorted-flavour-1on4-electrolytes-600ml-1694662641_thumb,86
Plastics Glasses 10 oz 25 pcs,plastics-glasses-10-oz-25-pcs-1693373664,95
Poncho Clear Emergency 2plk,himalaya-clear-whitening-face-wash-100ml-1659182451,86
Ponds Cold Cream,ponds-cold-cream-100g,95
Ponds Face Wash 15 g,ponds-face-wash-15-g-1694164809_thumb,90
Ponds Magic Talc 100 g,pattu-cloves-whole-50-g-1686029858_thumb,86
Ponds Magic Talc Acacia Honey 100 g,poppin-popcorn-tripple-butter-flavor-100-gm-1687227809_thumb,86
Pooja Cotton Thread Black Colour,spicy-vibes-black-eye-beans-5kg-1660297868_thumb,86
Pooja Garland 8inch 1pc,pooja-cloth-light-yellow-1666084842,86
pooja gau mutra 100ml,pooja-cloth-light-yellow-1666084842,86
Pooja Janoi,pooja-janoi-1674892452,90
Pooja Kit,lotus-pearl-facial-kit-50gms-1629390928,86
Pooja Lakshmi Idol Face No.2,buy-2-get-1-free,86
Pooja Lakshmi Idol Face No.4,himalaya-alo-vera-face-wash-100ml-1629380599,86
Khushboo Cotton Thread Nada Chadi 1 pc,lemon-1_thumb,86
Pooja Supari 10pc,pooja-cloth-light-yellow-1666084842,86
Pooja Thali 11 quot Red Rose 1pc,red-potato,86
Pran Chinagura Rice 1kg,tata-tea-premium-1kg-1704842274_thumb,86
Pran Kalijeera Rice 1kg,tata-tea-premium-1kg-1704842274_thumb,86
PRASADS DHAL 300G,shana-ginger-cubes-300g-1687416960,86
PRASADS Mixed Peas Hot 300,prasads-mixed-peas-hot-300g,98
Premium Peel amp Seal Bags,home-master-sandwhich-bags-60bags-1693372760,86
Prestige Gasket for Juniors 1pc,magsafe-case-for-iphone-15-pro-max-black-colour,86
Prestige Gasket for Mini 3 4 ltr,magsafe-case-for-iphone-15-plus-far-peak-blue-colour,86
Prestige Metallic Safety Plug,safety-match-box,86
Prestige Stainless Steel Gasket 6.5ltr,kempt-hair-combs-6-combs,86
Pringles Sour Cream amp Onion 19g,pringles-sour-cream-onion-53g,88
Priya Cut Mango Pickle 300g,PRIYA_CUT_MANGO_PICKLE_300G,100
Priya Ginger Garlic Paste 1kg,priya-ginger-garlic-paste-1kg-1693303477,95
Priya Gongura Red Chilli Pickle 300 gm,PRIYA_RED_CHILLI_PICKLE_300GM,87
Priya Idli Ravva 2kg,mangal-idli-dosa-100gm-1628254695_thumb,86
Priya Instant Idli Rava Mix 500g,priya-instant-idli-rava-mix-500g-1695020841,95
Priya Mango Thokku (Grated) Pickle 300g,priya-mango-thokku-grated-pickle-300g-1697002061,95
Priya Mango Thokku Pickle 300 gm,mango-bar-green_thumb,86
Priya Sona Masoori Raw Rice 25kg,priya-sona-masoori-rice-25kg-1641544038,89
Priya Sona Masuri Raw Rice 5 Kg,amma-hand-pounded-parboiled-rice-mottai-karuppan-1kg-1703739547_thumb,86
Priya Sona Masuri Rice 10kg,udaya-kus-c-seeraga-samba-rice-1kg-1674832490,86
Priya Spicy Telugu Sambhar Masala 50g,masala-gur-jar_thumb,86
Priya Tender Mango Pickle 300g ,PRIYA_CUT_MANGO_PICKLE_300G,88
Priya Tomato Pickle 300 gm,PRIYA_TOMATO_PICKLE_300gm1,96
Puffed Rice Mamra,udaya-kus-c-seeraga-samba-rice-1kg-1674832490,86
Pulse 4g x 10,brass-meena-plate-10-inch_thumb,86
Pulse Kacha Aam 190gm,pulse-kachcha-aam-200gm,86
GD Bun Pau Bread,bread-crumb-500-gm-1660201920_thumb,86
Pure Kesar .5g,sharmas-kitchen-kesar-milk-350ml,86
Pure Kesar 1 g,pattu-cloves-whole-50-g-1686029858_thumb,86
Pure Kesar 5 g,pattu-cloves-whole-50-g-1686029858_thumb,86
Pure Newzealand Ghee 5litre,PURE_NEWZEALAND_GHEE_5LTR,96
Pure Pooja Cotton Diya Wicks Round 1pc,diya-non-wax-4pcs_thumb,86
R K Fresh Food Vadapav,fresh-fiji-wild-chilli-1694238703,86
Raj Churna,PATANJALI_TRIPHALA_CHURNA_100G,86
Rakhi AA Designer Blue Range 1px,magsafe-case-for-iphone-15-plus-far-peak-blue-colour,86
Rakhi Batman 1pc,lijjat-udad-papad-1pc-1695021286,86
Rakhi Bhabhi Kalerien 5 1pc,taj-everyday-basmati-rice-5-kg-1666070700_thumb,86
Rakhi Bhabhi Kalerien Fancy 1pc,rakhi-6974-n-red-amp-white-stones-1660208286_thumb,86
Rakhi Bhabhi kalirien 3 1pc,cycle-3-in-one-small-agarbati-1666538414_thumb,86
